random_ID,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce10,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,total_income_hhld_code
1822,10,0,1,1,0,0,0,38,0,1,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,99,4,1,2,5
1823,2,0,1,0,0,0,0,39,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,4,2,1,2,0,2,0,0,0,0,0,0,2,1,4,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,10
1824,3,0,1,0,0,0,0,24,0,1,0,0,0,0,4,25,0,1,0,0,0,0,1,4,2,2,2,0,3,0,0,0,0,0,0,3,2,1,80,1,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,8
1825,3,0,0,0,0,1,0,31,0,0,0,0,1,0,4,35,0,0,0,0,1,0,1,4,2,1,9,0,3,0,0,0,0,0,0,0,1,3,55,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
1826,10,0,1,1,0,0,1,16,0,1,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,16,2,0,0,3,0,1,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,4,4,1,2,13
1828,2,0,1,0,0,0,1,22,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,0,3,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,99,2,99,4,1,2,2
1829,3,1,0,0,0,0,0,24,1,0,0,0,0,0,4,26,1,0,0,0,0,0,1,5,1,2,3,0,3,0,0,0,0,0,1,3,2,11,40,3,0,0,0,0,0,1,2,21,1,1,1,1,2,4,7,1,1,14
1831,6,1,0,0,0,0,0,30,1,0,0,0,0,0,1,41,1,0,0,0,0,0,1,2,1,2,11,45,3,0,0,0,0,0,0,2,2,10,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
1832,7,0,0,1,0,0,0,23,0,0,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,0,1,0,1,1,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,4,5,1,2,14
1833,6,0,0,0,1,0,0,33,0,0,0,1,1,0,4,31,0,0,0,1,1,0,1,3,2,2,11,0,3,0,0,0,0,0,0,0,2,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
1835,7,0,1,0,0,0,0,33,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,7,1,11,0,NA,0,0,0,0,0,0,7,1,7,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14
1836,9,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,49,0,1,0,0,0,0,1,3,NA,NA,NA,0,NA,0,0,0,0,0,0,4,1,8,48,3,0,0,0,0,0,0,2,31,1,1,NA,1,2,4,2,1,3,13
1838,10,0,0,1,0,0,0,19,NA,NA,0,0,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,0,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,99,99,5,1,2,3
1840,4,0,1,0,0,0,0,34,0,NA,NA,0,0,NA,2,27,0,0,NA,0,1,NA,1,3,2,NA,1,23,NA,0,0,0,0,0,0,2,2,0,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
1841,9,0,1,0,0,0,0,31,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,2,1,NA,0,1,0,0,0,0,0,0,2,1,0,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
1842,6,0,1,0,0,0,0,29,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,1,1,12,0,3,0,0,0,0,0,0,1,1,11,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
1843,6,0,1,0,0,0,0,34,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,3,0,2,11,0,3,0,0,0,0,0,0,0,2,11,NA,NA,0,0,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,12
1844,9,0,1,0,0,0,0,17,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,99,2,99,2,1,2,11
1845,1,0,1,0,0,0,0,23,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,4,0,2,3,0,3,0,0,0,0,0,1,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,4,6,1,2,14
1846,10,0,1,1,0,0,1,28,0,1,1,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,0,1,1,99,99,4,1,2,4
1847,9,0,0,1,0,0,0,35,0,0,1,0,0,0,4,37,0,0,1,0,0,0,1,4,NA,2,2,0,3,0,0,0,0,0,0,14,2,2,NA,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,5,1,1,11
1848,8,0,1,0,0,0,0,23,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,8,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,4,5,1,2,12
1849,3,0,1,0,0,0,0,30,0,1,0,0,0,0,3,32,0,1,0,0,0,0,1,4,0,1,8,0,3,0,0,0,0,0,1,0,1,8,45,NA,0,0,0,0,0,1,1,21,1,1,1,1,2,4,5,1,1,14
1850,10,0,1,1,0,0,0,23,0,1,0,0,0,0,4,28,0,0,1,0,0,0,1,3,0,2,0,0,2,0,0,0,0,0,0,0,2,0,35,1,0,0,0,0,0,0,1,21,1,0,1,1,99,99,3,1,1,12
1851,2,0,1,0,0,0,0,31,0,1,0,0,0,0,1,33,0,1,0,0,0,0,1,4,1,1,8,20,3,0,0,0,0,0,0,2,1,2,58,3,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,12
1852,2,0,1,0,0,0,0,36,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,3,6,1,10,0,2,0,0,0,0,0,0,1,1,NA,60,NA,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12
1853,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,31,0,0,1,0,NA,0,4,2,2,2,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,21,1,NA,1,1,99,99,5,1,1,3
1855,10,0,0,1,0,0,0,23,NA,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,99,99,99,2,1,2,3
1857,3,0,0,0,0,1,0,32,0,0,0,0,1,0,4,34,0,0,0,0,1,0,1,3,6,1,9,0,3,0,0,0,0,0,0,2,1,2,70,3,0,0,0,0,0,0,2,21,1,0,1,1,2,99,4,1,1,10
1860,8,1,1,0,0,0,0,29,1,0,0,0,0,0,4,31,0,1,0,0,0,0,1,2,2,2,0,40,2,0,0,0,0,0,0,2,2,11,NA,3,0,0,0,0,0,0,1,21,1,1,1,1,99,99,5,1,1,12
1861,8,0,0,1,0,0,0,47,0,0,1,0,0,NA,NA,42,0,0,1,0,0,0,1,3,NA,NA,1,0,1,0,0,0,0,0,0,21,1,0,8,3,0,0,0,0,0,0,2,21,1,NA,1,1,2,4,9,1,1,14
1862,8,0,1,0,0,0,0,42,0,1,0,0,0,0,1,53,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,NA,NA,2,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,11
1863,8,0,0,0,0,1,0,34,0,0,0,0,1,0,2,35,0,1,0,0,1,NA,NA,3,2,1,2,3,3,0,0,0,0,0,0,3,1,NA,44,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,10
1864,6,0,0,1,0,0,0,25,0,NA,NA,NA,0,NA,3,25,NA,NA,NA,0,0,NA,NA,3,0,2,3,0,1,0,0,0,0,0,0,NA,NA,NA,0,1,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,11
1865,10,0,1,1,0,0,0,40,0,1,1,0,0,0,4,29,0,0,1,0,0,0,1,4,4,2,2,0,1,0,0,0,0,0,0,2,1,0,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,9
1866,4,0,1,0,0,0,0,37,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,NA,1,6,0,2,0,0,0,0,0,0,11,1,3,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
1867,5,0,1,1,0,0,0,35,0,1,0,0,0,0,4,35,0,1,1,0,0,0,1,4,0,1,8,0,3,0,0,0,0,0,0,1,1,9,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
1868,3,0,1,0,0,0,0,36,0,1,0,0,0,0,1,36,0,1,0,0,0,0,1,3,2,1,0,32,2,0,0,0,0,0,0,0,1,0,43,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,13
1869,6,0,1,1,0,0,0,24,0,1,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,5,0,2,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,99,2,99,5,1,2,10
1871,4,0,1,0,0,0,0,44,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,4,1,1,10,0,3,0,0,0,0,0,0,0,1,9,52,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,12
1872,9,0,1,0,0,0,0,24,0,1,0,0,0,0,4,19,0,1,0,0,0,0,1,2,0,2,7,0,1,0,0,0,0,0,0,0,2,7,36,1,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,9
1873,4,0,1,1,0,0,0,34,0,1,0,0,0,0,4,38,0,1,1,0,0,0,1,4,5,1,2,0,3,0,0,0,0,0,0,5,1,1,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12
1874,10,0,1,0,0,0,0,37,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,4,3,1,2,7
1875,8,0,0,1,0,0,0,26,0,0,1,0,0,0,1,31,0,0,1,0,0,0,1,3,9,2,10,40,3,0,0,0,0,0,0,3,2,0,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,11
1876,7,0,1,1,0,0,0,19,0,1,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,1,99,99,2,1,2,7
1878,3,0,1,0,0,0,0,37,0,1,0,0,0,0,4,47,NA,NA,0,0,0,0,NA,4,3,1,4,0,3,0,0,0,0,0,0,2,1,11,NA,NA,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
1880,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,31,0,NA,NA,0,0,0,NA,3,4,1,11,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,14
1881,1,0,0,0,0,1,0,33,0,0,0,0,1,0,1,38,0,0,0,0,1,0,1,4,0,2,11,30,2,0,0,0,0,0,0,0,2,0,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,14
1882,6,0,0,0,0,0,0,32,0,1,1,0,0,0,2,46,0,1,1,0,0,0,1,3,2,2,3,5,1,0,0,1,0,0,0,2,1,2,40,1,0,0,1,0,0,0,2,21,1,1,1,1,2,4,8,1,1,12
1883,3,1,1,0,0,0,0,34,1,0,0,0,0,0,1,39,0,1,0,0,0,0,1,3,0,1,11,NA,3,0,0,0,0,0,0,0,1,9,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
1884,7,0,0,0,0,1,0,27,0,0,0,0,1,0,1,25,0,0,0,0,1,0,1,3,3,1,10,13,3,0,0,0,0,0,0,1,1,3,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,11
1885,10,1,1,0,0,0,0,37,1,0,0,0,0,0,2,50,0,1,0,0,0,0,2,2,2,1,4,10,3,0,0,0,0,0,0,17,1,0,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
1886,5,0,1,0,0,0,0,22,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,0,NA,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,4,3,1,2,12
1887,1,0,0,0,1,0,0,29,0,0,0,1,1,0,4,29,0,0,0,1,1,0,1,3,0,2,4,0,3,0,0,0,0,0,0,2,2,4,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14
1888,2,1,1,0,0,0,0,30,1,0,0,0,0,0,4,33,0,1,0,0,0,0,1,4,NA,1,NA,0,2,0,0,0,0,0,0,3,1,8,NA,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,13
1889,10,0,0,0,0,0,1,37,0,0,0,0,0,1,4,32,0,0,0,0,0,1,1,3,11,2,3,0,2,0,0,0,0,0,1,11,2,8,40,3,0,0,0,0,0,1,2,21,1,1,1,1,2,4,6,1,1,12
1890,3,0,1,0,0,0,0,27,0,1,0,0,0,0,4,30,0,1,0,NA,NA,0,2,3,4,2,2,0,3,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12
1891,7,0,1,1,0,0,0,25,0,1,1,0,0,0,2,30,0,1,1,0,0,0,1,4,2,2,7,5,1,0,0,0,1,0,1,0,2,1,40,3,0,0,0,1,0,1,2,21,1,1,1,1,2,4,5,1,1,13
1894,6,0,1,0,0,0,0,36,0,1,0,0,0,0,2,35,0,1,0,NA,NA,NA,2,3,0,2,4,7,2,0,0,0,0,0,0,0,2,1,25,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
1896,1,0,1,0,0,0,0,38,0,NA,NA,1,1,NA,4,43,0,1,0,0,0,0,1,4,1,NA,11,0,3,0,0,0,0,0,0,4,1,11,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
1897,1,0,1,0,0,0,0,34,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,3,2,1,1,10,2,0,0,0,0,0,0,2,1,3,60,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
1898,5,0,1,0,0,0,1,20,0,1,0,0,0,1,3,NA,NA,NA,NA,NA,NA,NA,NA,6,22,2,7,0,2,0,0,1,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,1,2,4,7,1,2,14
1899,4,0,1,0,0,0,0,34,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,1,1,2,0,2,0,0,0,0,0,0,2,1,4,48,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,11
1900,1,0,1,0,0,0,0,35,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,4,3,1,11,0,3,0,0,0,0,0,0,2,1,12,50,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,13
1901,4,0,1,1,0,0,0,22,0,1,1,0,0,0,4,23,0,1,1,0,0,0,2,3,1,2,0,0,2,0,0,0,0,0,0,0,2,NA,NA,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,3,1,1,7
1902,2,0,1,1,0,0,0,33,0,1,0,0,0,0,2,33,0,1,1,0,0,0,1,3,1,1,11,15,3,0,0,0,0,0,0,2,2,8,42,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,13
1903,8,0,1,1,0,0,0,32,0,1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,NA,40,3,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,1,99,99,3,1,2,9
1905,5,0,1,1,0,0,0,31,0,1,1,0,0,0,2,33,0,0,0,0,0,0,1,3,2,1,11,12,3,0,0,0,0,0,0,2,1,10,38,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,11
1906,1,0,1,0,0,0,0,33,0,1,0,0,0,0,2,38,0,1,0,0,0,0,1,4,2,1,12,15,3,0,0,0,0,0,0,2,1,2,60,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,14
1908,3,0,1,0,0,0,0,32,0,1,0,0,0,0,2,39,0,1,0,0,0,0,1,NA,5,1,8,0,2,0,0,0,0,0,0,8,1,4,50,2,0,0,0,0,0,0,1,21,1,NA,1,99,99,99,4,1,1,12
1909,5,0,1,0,0,0,0,26,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,0,1,11,0,3,0,0,0,0,0,0,1,1,12,NA,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,12
1910,10,0,1,0,0,0,1,18,0,1,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,18,2,1,0,3,0,1,1,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,1,2,4,9,1,2,14
1911,8,0,1,0,0,0,0,28,0,1,0,0,0,0,4,24,0,1,0,0,0,0,3,2,2,2,0,0,1,0,0,0,0,0,0,1,2,6,0,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,4,1,1,8
1912,6,0,1,0,0,0,0,40,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,14,0,3,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,4,2,1,2,12
1913,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,2,1,2,0,3,0,0,0,0,0,0,2,1,13,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14
1914,6,0,1,1,0,0,1,19,0,1,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,14,2,1,0,1,0,1,1,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,4,5,1,2,13
1915,10,0,1,0,0,0,1,19,0,0,0,0,0,1,4,36,NA,0,NA,NA,NA,NA,3,3,NA,2,1,0,2,0,1,1,0,0,1,1,2,0,0,NA,0,1,1,0,0,1,1,21,1,1,1,1,2,99,4,1,1,14
1918,1,0,1,0,0,0,0,29,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,5,0,2,2,0,NA,0,0,0,0,0,0,2,2,NA,45,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,8,1,1,14
1919,10,0,0,0,0,0,1,17,0,0,0,0,0,1,4,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,0,1,1,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,1,2,99,7,1,2,12
1921,10,0,1,1,0,0,0,20,0,1,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,8,0,1,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,1,2,99,4,1,2,7
1922,10,0,1,0,0,0,0,19,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,19,2,0,0,1,0,1,1,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,1,31,NA,1,1,1,2,99,5,1,2,8
1923,7,0,1,0,0,0,0,36,0,1,0,0,0,0,4,43,0,1,0,0,0,0,1,4,5,1,11,0,3,0,0,0,0,0,0,10,1,11,50,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,12
1924,6,1,0,0,0,0,0,32,1,0,0,0,0,0,1,32,NA,0,0,NA,NA,NA,1,5,4,1,4,50,3,0,1,0,0,0,0,2,1,4,55,3,0,1,0,0,0,0,2,21,1,1,1,1,2,4,8,1,1,14
1925,5,0,0,0,0,0,0,29,NA,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,3,NA,7,8,3,0,0,0,0,0,0,6,2,8,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,2,1,13
1927,9,0,1,0,0,0,0,25,0,1,0,0,0,0,4,27,NA,1,0,0,0,0,NA,3,1,1,2,0,3,0,0,0,0,0,0,2,NA,NA,48,2,0,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,10
1928,7,0,1,0,0,0,0,28,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,3,1,1,0,3,0,0,0,0,0,0,3,1,1,55,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12
1929,3,0,1,0,0,0,0,27,0,1,0,0,0,0,4,27,0,0,0,0,1,0,1,4,0,2,9,0,NA,0,0,0,0,0,0,NA,2,8,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
1930,4,0,0,0,0,1,0,36,0,NA,0,0,1,NA,4,32,0,0,0,0,1,0,4,4,3,1,13,0,3,0,0,0,0,0,0,NA,2,NA,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,10
1931,5,0,1,0,0,0,0,33,0,0,0,1,1,0,4,32,0,0,0,1,1,0,1,3,0,2,11,0,1,0,0,0,0,0,0,1,2,11,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,13
1934,2,0,1,0,0,0,0,32,0,1,0,0,0,0,1,38,0,1,0,0,0,0,1,4,10,1,NA,70,3,0,0,0,0,0,0,38,1,0,70,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,9
1935,2,0,1,0,0,0,0,42,0,1,0,0,0,0,1,47,0,1,0,0,0,0,3,4,2,1,11,40,3,0,0,0,0,0,0,0,1,4,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
1936,3,0,1,0,0,0,0,33,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,1,2,3,15,2,0,0,0,0,0,0,1,2,8,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
1938,9,0,1,0,0,0,0,35,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,NA,1,11,0,3,0,0,0,0,0,0,14,1,1,44,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,14
1939,4,0,1,0,0,0,0,35,0,1,0,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,8,0,3,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,1,2,4,4,1,2,5
1940,8,0,1,1,0,0,0,34,0,1,0,0,0,0,2,36,0,0,1,0,0,0,1,4,9,1,13,20,1,0,0,0,0,0,0,9,1,1,48,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,13
1941,4,0,0,0,0,1,0,27,0,0,0,0,1,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,7,0,2,0,0,1,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,1,1,1,2,4,4,1,2,13
1942,6,0,1,0,0,0,0,22,0,1,0,0,0,0,1,25,0,1,0,0,0,0,1,4,1,2,1,37,2,0,0,0,0,0,0,1,2,8,50,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,12
1946,2,0,1,0,0,0,0,33,0,1,0,0,0,0,2,35,0,0,0,0,1,0,1,3,2,1,9,16,1,0,0,0,0,0,0,2,1,11,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,13
1947,2,0,1,0,0,0,0,30,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,3,2,1,2,5,2,0,0,0,0,0,0,2,1,8,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,12
1948,1,0,1,0,0,0,0,41,0,0,0,NA,NA,0,NA,42,0,1,0,0,0,0,1,3,12,1,2,0,NA,0,0,0,0,0,0,14,1,1,64,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,12
1950,10,0,0,0,0,0,1,35,0,0,0,0,0,1,4,41,0,0,0,0,0,1,1,3,6,2,4,0,2,0,0,0,0,0,1,5,NA,8,NA,1,0,0,0,0,0,1,1,21,1,1,1,1,2,99,7,2,1,13
1951,10,0,1,1,0,0,0,20,0,1,1,0,0,0,4,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,1,0,2,0,0,0,0,0,0,NA,NA,NA,0,NA,0,0,0,0,0,0,2,31,NA,NA,1,1,99,99,4,1,2,8
1953,1,0,1,0,0,0,1,31,0,0,0,0,0,1,1,30,0,1,0,0,0,0,1,NA,1,1,NA,25,3,0,0,0,0,0,0,2,1,12,40,3,0,0,0,0,0,0,1,21,1,1,1,1,99,99,4,1,1,11
1955,1,0,0,0,0,1,0,43,0,1,0,0,0,0,2,48,0,0,0,0,1,0,1,3,6,1,13,15,3,0,0,0,0,0,0,6,2,12,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,12
1958,2,0,1,0,0,0,0,35,0,1,0,0,0,0,2,41,0,1,0,0,0,0,1,4,15,1,11,0,3,0,0,0,0,0,0,11,1,11,65,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,14
1960,2,0,1,0,0,0,0,34,0,1,0,0,0,0,2,31,0,1,0,0,0,0,1,3,1,1,12,20,3,0,0,0,0,0,0,0,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,14
1963,7,1,0,0,0,0,0,26,1,0,0,0,0,0,2,38,1,0,0,0,0,0,4,3,0,1,4,NA,NA,0,0,0,0,0,0,0,1,12,0,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,9
1965,3,0,1,1,0,0,0,35,0,1,0,0,0,0,4,34,0,1,1,0,0,0,1,3,10,1,11,0,3,0,0,0,0,0,0,3,1,11,NA,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,14
1966,1,0,1,0,0,0,0,33,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,2,0,2,8,NA,3,0,0,0,0,0,0,0,2,1,57,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,14
1968,10,0,0,0,0,0,1,48,0,0,0,0,0,1,1,50,0,0,0,0,0,1,1,5,14,NA,NA,24,3,0,0,0,0,0,0,4,2,4,45,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,7,1,1,13
