ID,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce10,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,total_income_hhld_code
4878,2,0,1,0,0,0,0,30,0,1,0,0,0,0,2,31,0,1,0,0,0,0,1,3,8,1,2,15,2,0,0,0,0,0,0,5,1,7,44,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
4881,1,0,1,0,0,0,0,40,0,1,0,0,0,0,1,41,0,1,0,0,0,0,1,4,0,1,12,40,3,0,0,0,0,0,0,3,1,13,46,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,3,1,1,?
4882,3,0,0,0,0,1,0,30,0,0,0,0,1,0,2,40,0,0,0,0,1,0,1,4,0,1,11,24,3,0,0,0,0,0,0,0,1,9,57,3,0,0,0,0,0,0,1,21,1,1,1,99,2,99,4,1,1,?
4883,7,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,2,6,1,11,0,3,0,0,0,0,0,0,6,1,1,60,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
4885,3,0,1,0,0,0,0,33,0,1,0,0,0,0,2,35,0,1,1,0,0,0,1,3,6,1,2,0,2,0,0,0,0,0,0,6,1,1,42,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4886,9,0,1,1,0,0,0,31,0,0,1,0,0,0,4,36,0,0,1,0,0,0,1,3,3,1,1,0,1,0,0,0,0,0,0,11,2,0,50,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,8,2,1,?
4888,7,0,1,0,0,0,1,30,0,1,0,0,0,0,4,30,0,0,0,0,0,1,1,3,1,2,4,0,2,0,0,0,0,0,0,1,2,9,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4891,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,22,0,0,1,0,0,0,1,3,1,2,0,0,1,0,0,0,0,0,0,0,2,0,48,1,1,0,0,0,0,0,2,31,1,1,1,1,2,4,7,1,3,?
4892,9,0,1,1,0,0,1,27,0,0,1,0,0,1,4,26,0,1,1,0,0,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,2,0,50,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,5,1,1,?
4893,8,0,1,1,0,0,0,35,0,1,0,0,0,0,2,36,0,0,1,0,0,0,1,4,1,1,10,20,1,0,0,0,0,0,0,2,1,1,48,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
4895,4,0,1,1,0,0,0,23,0,1,1,0,0,0,3,26,0,1,1,0,0,0,4,3,1,2,0,0,1,0,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,7,1,2,?
4896,1,0,1,0,0,0,0,35,0,1,0,0,0,0,4,36,0,0,0,0,1,0,1,4,1,1,11,0,2,0,0,0,0,0,0,4,1,1,43,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4897,3,1,0,0,0,0,0,27,1,0,0,0,0,0,4,37,1,0,0,0,0,0,1,1,2,2,4,0,3,0,0,0,0,0,0,0,2,11,40,2,0,0,0,0,0,0,2,21,1,1,1,1,99,99,7,1,1,?
4900,9,0,0,1,0,0,0,22,0,0,1,0,0,0,4,25,0,0,1,0,0,0,4,2,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,3,1,2,?
4901,8,0,0,1,0,0,0,34,0,0,1,0,0,0,4,30,0,0,1,0,0,0,1,3,2,2,2,0,3,0,0,0,0,0,0,6,2,1,45,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,6,1,1,?
4903,7,0,1,0,0,0,0,27,0,1,0,0,0,0,4,32,0,1,0,0,0,0,4,2,0,2,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,4,2,2,?
4904,2,0,0,0,0,1,0,41,0,0,0,0,1,0,4,40,0,1,0,0,0,0,4,4,2,1,1,0,2,0,0,0,0,0,0,3,1,0,0,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,?
4905,6,1,0,0,0,0,0,41,1,0,0,0,0,0,4,54,1,0,0,0,0,0,3,3,5,2,13,0,3,0,0,0,0,0,0,5,1,13,0,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,?
4906,10,0,0,1,0,0,1,18,0,0,1,0,0,1,1,32,0,0,0,0,0,1,1,3,4,1,3,0,2,0,0,0,0,0,0,0,2,1,36,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,6,1,1,?
4908,4,0,1,0,0,0,0,26,0,1,0,0,0,0,4,31,0,0,0,0,1,0,1,3,5,1,3,0,2,0,0,0,0,0,0,5,1,1,45,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4912,6,0,1,0,0,0,0,33,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,2,1,2,1,25,1,0,0,0,0,0,0,2,2,3,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
4913,9,0,1,0,0,0,0,37,0,1,1,0,0,0,4,39,0,1,0,0,0,0,1,3,14,1,8,0,2,0,0,0,0,0,0,16,1,4,43,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,6,1,1,?
4914,8,0,0,1,0,0,0,30,0,1,1,0,0,0,4,32,0,1,1,0,0,0,1,4,0,2,7,0,1,1,0,0,0,0,1,2,2,0,40,2,1,0,0,0,0,1,1,21,1,1,1,1,2,4,8,1,1,?
4918,2,0,1,0,0,0,0,33,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,3,2,11,0,3,0,0,0,0,0,0,0,2,13,47,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,?
4919,10,0,1,1,0,0,0,33,0,1,1,0,0,0,4,31,0,1,0,0,0,0,1,2,0,2,12,0,2,0,0,0,0,0,0,1,2,1,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,?
4920,5,0,1,1,0,0,0,26,0,1,1,0,0,0,4,31,0,1,1,0,0,0,4,3,3,2,1,0,3,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,4,4,1,2,?
4921,7,0,1,0,0,0,0,24,0,1,0,0,0,0,4,26,0,1,0,0,0,0,4,3,0,2,7,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,3,1,2,?
4922,6,0,1,0,0,0,0,37,0,1,0,0,0,0,4,34,0,0,0,0,1,0,1,3,0,1,3,0,3,0,0,0,0,0,0,0,1,8,60,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4923,8,1,0,0,0,0,0,37,1,0,0,0,0,0,4,38,1,0,0,0,0,0,4,3,0,2,4,0,3,1,1,0,0,0,0,2,2,4,0,3,0,0,0,0,0,0,1,31,1,1,1,1,2,99,4,1,2,?
4924,7,0,1,0,0,0,0,31,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,0,2,12,3,2,0,0,0,0,0,0,0,2,11,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4926,3,1,0,0,0,0,0,32,1,0,0,0,0,0,1,43,1,0,0,0,0,0,1,4,3,1,11,40,3,0,0,0,0,0,0,3,1,11,42,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4928,5,1,0,0,0,0,0,28,1,0,0,0,0,0,1,33,1,0,0,0,0,0,1,3,6,2,4,33,3,0,0,0,0,0,0,3,1,4,48,3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,?
4929,10,0,0,0,0,0,0,35,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,3,2,9,12,3,0,0,0,0,0,0,2,2,10,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,2,1,?
4930,10,0,1,1,0,0,0,34,0,1,1,0,0,0,4,33,0,1,1,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,99,4,1,2,?
4932,4,0,0,0,0,1,0,33,0,0,0,0,1,0,4,39,0,1,0,0,0,0,1,3,7,1,8,0,3,0,0,0,0,0,0,6,2,9,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4933,5,0,1,0,0,0,0,31,0,1,0,0,0,0,1,34,0,1,0,0,0,0,1,4,6,1,11,40,3,0,0,0,0,0,0,9,1,12,109,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4934,6,0,1,0,0,0,0,30,0,1,0,0,0,0,4,35,0,1,0,0,0,0,4,4,1,2,0,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,3,1,2,?
4935,7,0,1,1,0,0,1,22,0,1,1,0,0,0,1,24,0,1,1,0,0,1,1,3,0,1,3,40,2,0,0,0,0,0,0,0,2,12,48,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,?
4936,8,1,0,0,0,0,0,22,1,0,0,0,0,0,4,32,1,0,0,0,0,0,4,3,1,2,11,0,3,1,1,0,0,0,0,1,2,10,20,1,1,1,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,?
4937,9,0,0,0,0,0,1,28,0,0,0,0,0,1,4,33,0,0,0,0,0,1,1,5,5,2,1,20,3,0,1,0,0,0,1,1,2,1,0,3,0,1,0,0,0,1,1,23,1,1,1,1,2,4,6,1,1,?
4938,8,0,1,0,0,0,0,25,0,1,0,0,0,0,4,26,0,1,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,0,1,10,38,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
4939,1,0,1,0,0,0,0,29,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,4,1,1,11,0,3,0,0,0,0,0,0,1,1,11,41,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,?
4940,2,0,1,0,0,0,0,31,0,1,0,0,0,0,2,32,0,1,0,0,0,0,1,3,3,1,2,16,3,0,0,0,0,0,0,2,1,8,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,?
4941,7,1,1,0,0,0,0,31,1,0,0,0,0,0,2,22,1,0,0,0,0,0,1,3,2,2,4,25,3,0,0,0,0,0,1,2,2,4,0,3,0,0,0,0,0,1,2,21,1,1,1,1,2,4,5,1,1,?
4942,2,0,1,0,0,0,0,26,0,1,0,0,0,0,4,26,0,1,0,0,0,0,1,2,0,2,11,0,3,0,0,0,0,0,0,2,2,11,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4943,3,0,1,0,0,0,0,20,0,1,0,0,0,0,4,29,0,1,0,0,0,0,4,3,0,2,3,0,1,0,0,1,0,1,0,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,2,99,3,1,2,?
4944,6,1,0,0,0,0,0,26,1,0,0,0,0,0,4,36,1,0,0,0,0,0,1,3,4,1,9,0,3,0,0,0,0,0,1,6,1,10,76,2,0,0,0,0,0,1,1,21,1,1,1,1,2,4,5,1,1,?
4945,6,0,1,0,0,0,0,31,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,4,3,1,7,0,2,0,0,0,0,0,0,2,1,1,40,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
4946,7,0,1,0,0,0,0,35,0,1,0,0,0,0,2,36,0,0,0,0,1,0,1,3,5,1,8,28,3,0,0,0,0,0,0,6,1,8,38,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
4947,3,0,1,0,0,0,0,34,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,4,2,2,11,16,3,0,0,0,0,0,0,3,1,9,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4949,7,0,1,1,1,0,0,27,0,1,1,0,0,0,4,34,0,0,1,0,1,0,1,4,0,2,3,0,3,0,0,0,0,0,0,0,2,8,55,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,?
4952,7,0,1,0,0,0,0,31,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,1,1,9,3,2,0,0,0,0,0,0,0,1,9,50,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4953,3,0,1,0,0,0,0,32,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,3,5,1,8,20,3,0,0,0,0,0,0,4,1,3,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
4955,3,0,1,0,0,0,0,31,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,0,1,11,0,3,0,0,0,0,0,0,0,1,11,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
4957,4,0,1,0,0,0,0,19,0,1,0,0,0,0,2,27,0,1,0,0,0,0,1,4,0,2,0,13,1,0,0,0,0,0,0,3,2,1,44,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,?
4958,4,1,1,0,0,0,0,25,0,1,0,0,0,0,1,31,1,1,0,0,0,0,1,3,0,1,8,30,2,0,0,0,0,0,0,1,1,10,36,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
4959,10,0,0,0,0,0,0,38,0,0,0,0,0,0,2,38,0,0,0,0,0,0,1,3,5,2,9,20,1,1,0,0,0,0,0,2,2,1,40,1,1,0,0,0,0,0,2,21,1,1,1,1,2,99,6,1,1,?
4960,10,0,0,0,0,0,0,26,0,0,1,0,0,0,3,33,0,1,1,0,0,0,1,3,2,2,2,5,1,1,0,1,0,0,0,0,2,1,39,3,1,0,1,0,0,0,2,21,1,1,1,99,99,99,5,1,1,?
4961,1,0,1,0,0,0,0,28,0,1,0,0,0,0,2,40,0,1,0,0,0,0,1,4,0,1,7,5,3,0,0,0,0,0,0,1,1,13,30,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4963,5,0,0,0,0,1,0,38,0,0,0,0,1,0,4,34,0,1,0,0,0,0,1,3,1,1,2,0,1,0,0,0,0,0,0,7,1,0,60,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,?
4964,6,0,1,0,0,0,0,38,0,1,0,0,0,0,4,42,0,1,0,0,0,0,1,3,5,2,10,0,3,0,0,0,0,0,0,5,2,2,50,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4965,5,0,0,0,0,1,0,31,0,0,0,0,1,0,1,36,0,0,0,0,1,0,1,3,5,1,10,31,2,0,0,0,0,0,0,5,1,12,55,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
4967,8,0,1,0,0,0,0,34,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,4,3,1,2,0,2,0,0,0,0,0,0,0,1,0,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4968,4,0,1,0,0,0,0,32,0,1,0,0,0,0,2,38,0,1,0,0,0,0,1,2,5,2,7,20,3,0,0,0,0,0,0,4,2,7,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
4969,8,0,1,0,0,0,0,20,0,1,0,0,0,0,3,25,0,1,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,99,3,1,2,?
4970,8,0,0,0,0,0,0,32,0,1,1,0,0,0,1,17,0,0,1,0,0,0,1,4,0,2,1,48,1,0,0,0,0,0,0,2,1,0,8,1,0,0,0,0,0,0,2,21,1,1,1,99,99,99,7,2,1,?
4971,4,0,1,0,0,0,0,36,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,3,3,1,2,0,2,0,0,0,0,0,0,3,1,8,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4972,4,0,0,0,0,1,0,27,0,0,0,0,1,0,4,30,0,0,0,0,1,0,1,3,0,2,3,0,2,0,0,0,0,0,0,0,2,8,40,2,0,0,0,0,0,0,2,21,1,1,1,99,2,4,3,1,1,?
4973,5,1,1,1,0,0,0,39,0,1,0,0,0,0,2,30,1,1,1,0,0,0,1,3,12,1,11,20,2,0,0,0,0,0,0,6,1,0,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
4974,3,0,1,0,0,0,0,33,0,1,0,0,0,0,4,35,0,0,0,0,1,0,1,2,1,2,11,0,3,0,0,0,0,0,0,1,2,3,60,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4976,3,0,1,0,0,0,0,22,0,1,0,0,0,0,4,24,0,1,0,0,0,0,1,5,0,2,0,0,2,0,0,0,0,0,0,0,2,7,50,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
4977,2,0,0,0,0,1,0,28,0,0,0,0,1,0,4,38,0,0,0,0,1,0,1,4,2,1,11,0,3,0,0,0,0,0,0,0,1,9,58,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
4978,8,0,0,1,0,0,0,22,0,0,1,0,0,0,4,28,0,0,1,0,0,0,2,3,5,2,6,0,1,0,0,0,0,0,0,27,2,4,0,1,0,0,0,0,0,0,1,21,1,1,1,99,99,99,4,1,1,?
4980,10,0,1,1,0,0,0,33,0,1,1,0,0,0,4,35,0,1,1,0,0,0,4,4,0,2,0,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,2,4,5,1,2,?
4982,7,0,1,0,0,0,0,35,0,0,0,1,1,0,4,46,0,1,0,0,0,0,1,4,6,1,13,0,3,0,0,0,0,0,0,12,1,8,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4986,3,0,1,0,0,0,0,24,0,1,0,0,0,0,4,33,0,0,0,0,1,0,1,3,4,1,8,0,3,0,0,0,0,0,0,1,1,1,50,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4987,4,0,0,0,0,1,0,28,0,1,0,0,0,0,1,30,0,0,0,0,1,0,1,2,4,1,3,22,2,0,0,0,0,0,0,4,1,10,50,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4988,7,0,1,0,0,0,0,36,0,1,0,0,0,0,2,37,0,1,0,0,0,0,1,3,12,1,11,14,3,0,0,0,0,0,0,9,1,11,37,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,?
4989,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,2,1,11,0,2,0,0,0,0,0,0,2,1,12,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4990,8,0,1,0,0,0,0,25,0,1,0,0,0,0,4,26,0,1,0,0,0,0,1,2,2,2,0,0,1,0,0,0,0,0,0,2,2,10,44,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
4993,4,0,1,0,0,0,0,33,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,3,3,1,9,0,3,0,0,0,0,0,0,3,1,10,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
4994,3,0,1,0,0,0,0,33,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,2,2,1,12,15,3,0,0,0,0,0,0,1,1,8,40,1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
4996,9,0,0,0,0,0,1,31,0,0,0,0,0,1,4,34,0,0,0,0,0,1,4,4,6,2,7,0,3,1,0,1,0,0,0,5,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,9,1,2,?
4998,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,30,0,0,1,0,0,0,4,1,1,2,11,0,2,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,1,99,99,3,1,2,?
4999,5,0,0,0,0,0,0,31,0,0,0,0,0,0,4,29,0,0,0,0,0,0,1,3,2,1,13,0,3,0,0,0,0,0,0,3,1,11,0,3,0,0,0,0,0,0,2,21,1,1,1,99,2,4,6,1,1,?
5000,7,0,1,0,0,0,0,37,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,3,1,11,0,2,0,0,0,0,0,0,3,1,12,60,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
5004,7,0,1,0,0,0,0,40,0,1,0,0,0,0,4,52,0,1,0,0,0,0,1,3,2,1,0,0,3,0,0,0,0,0,0,5,1,1,0,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,2,1,?
5005,2,0,1,0,0,0,0,38,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,3,4,2,8,10,3,0,0,0,0,0,0,4,2,0,40,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,?
5006,7,0,1,1,0,0,0,24,0,1,0,0,0,0,4,28,0,1,1,0,0,0,4,3,2,2,1,0,1,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,33,1,1,1,1,99,99,3,1,2,?
5007,8,0,1,0,0,0,0,34,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,0,2,0,0,1,0,0,0,0,0,0,0,2,1,50,1,0,0,0,0,0,0,2,21,1,1,1,1,99,99,4,1,1,?
5008,6,0,1,0,0,0,0,30,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,3,0,2,1,0,2,0,0,0,0,0,0,0,2,2,46,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,?
5009,5,1,0,0,0,0,0,32,1,0,0,0,0,0,1,36,1,0,0,0,0,0,1,5,4,2,0,50,3,0,1,0,0,0,0,6,1,4,70,2,0,1,0,0,0,0,1,21,1,1,1,1,2,99,8,1,1,?
5011,6,0,1,0,0,0,1,32,0,1,0,0,0,1,2,33,0,0,0,0,0,1,1,3,5,2,2,20,3,0,0,0,0,0,0,1,2,0,44,1,0,0,0,0,0,0,1,21,1,1,1,1,99,99,5,1,1,?
5012,8,0,1,1,0,0,0,29,0,1,1,0,0,0,4,35,0,1,1,0,0,0,4,4,29,2,1,0,2,1,1,1,1,0,0,6,2,0,0,1,0,0,0,0,0,0,2,33,1,1,1,1,2,4,6,1,2,?
5013,5,0,1,1,0,0,0,34,0,1,0,0,0,0,4,38,0,1,1,0,0,0,1,3,0,1,8,0,2,0,0,0,0,0,0,0,1,8,41,2,0,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,?
5014,8,0,1,0,0,0,0,24,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,0,2,11,0,2,0,0,0,0,0,0,0,2,11,50,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
5016,7,0,1,0,0,0,0,33,0,1,0,0,0,0,2,29,0,1,0,0,0,0,1,2,1,1,12,20,3,0,0,0,0,0,0,0,1,9,45,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
5018,9,0,1,0,0,0,0,38,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,7,1,2,0,3,0,0,0,0,0,0,9,1,10,45,3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,?
5019,3,1,0,0,0,0,0,35,1,0,0,0,0,0,4,39,1,0,0,0,0,0,1,2,2,2,13,0,3,0,0,0,0,0,0,2,2,13,40,3,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,?
5020,9,0,1,0,0,0,0,26,0,1,0,0,0,0,4,32,0,1,0,0,0,0,3,3,0,2,2,0,3,0,0,0,0,0,0,1,2,7,0,3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,3,1,2,?
5021,9,0,0,1,0,0,0,36,0,1,1,0,0,0,4,36,0,0,1,0,0,1,1,3,0,2,6,0,3,1,0,0,0,0,0,0,2,2,50,3,1,0,0,0,0,0,2,21,1,1,1,1,2,4,10,1,1,?
5022,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,4,6,1,0,0,2,0,0,0,0,0,0,6,1,1,45,1,0,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,?
5023,10,0,1,1,0,0,1,17,0,0,1,0,0,1,2,17,0,0,1,0,0,1,2,3,0,2,7,14,2,0,0,0,1,0,0,0,2,0,40,1,0,0,0,1,0,0,2,21,1,1,1,1,2,4,5,1,1,?
5025,9,0,0,0,0,1,0,35,0,0,1,0,1,0,4,35,0,0,0,0,1,0,4,3,0,1,2,0,3,0,1,1,0,1,0,3,1,2,0,3,0,0,0,0,0,0,2,31,1,1,1,1,2,4,2,1,2,?
5026,8,0,0,0,0,0,0,35,0,0,0,1,0,1,4,31,0,0,0,0,1,1,4,3,5,2,2,40,3,0,0,0,0,1,0,5,2,0,0,1,0,0,0,0,1,0,1,23,1,1,1,1,2,4,6,1,1,?
5027,3,0,1,0,0,0,0,38,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,3,7,1,2,0,3,0,0,0,0,0,0,7,1,10,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
5028,8,0,1,0,0,0,0,38,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,2,6,1,10,0,3,0,0,0,0,0,0,2,1,11,47,1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
5029,8,0,0,0,1,0,0,32,0,0,0,1,1,0,4,39,0,0,0,1,1,0,1,3,3,2,0,0,3,0,1,0,0,0,0,4,1,4,0,3,0,1,0,0,0,0,1,21,1,1,1,99,2,4,6,1,1,?
5030,10,0,0,0,0,0,1,19,0,0,0,0,0,1,4,29,0,0,0,0,0,1,4,3,5,2,2,0,1,0,1,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,1,99,4,5,1,2,?
5031,7,0,1,0,0,0,0,34,0,1,0,0,0,0,2,31,0,1,0,0,0,0,1,3,2,1,4,14,2,0,0,0,0,0,0,0,1,3,40,2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,?
5033,10,0,0,1,0,0,0,21,0,0,1,0,0,0,4,31,0,0,1,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,2,31,1,0,1,1,2,4,6,1,2,?
5035,2,0,1,1,0,0,0,26,0,1,0,0,0,0,4,35,0,1,1,0,0,0,1,2,0,2,6,0,2,0,0,0,0,0,0,0,2,1,40,3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,?
5037,9,0,0,0,0,0,1,33,0,0,0,0,0,1,4,25,0,0,0,0,0,1,1,1,1,2,0,0,1,0,0,0,0,0,0,1,2,0,40,1,0,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,?
5038,4,0,1,0,0,0,0,31,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,3,4,1,2,0,2,0,0,0,0,0,0,3,1,8,40,2,0,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,?
