"","random_ID","NZDep2006","ch_asian","ch_euro","ch_maori","ch_melaa","ch_other","ch_pacific","m_age","m_asian","m_euro","m_maori","m_melaa","m_other","m_pacific","m_wklfs_code","d_age","d_asian","d_euro","d_maori","d_melaa","d_other","d_pacific","d_wklfs_code","bedroom_count_code","m_years_at_addr_code","m_tenure_holder_code","m_education","m_work_hours","m_smoke","m_income_srce7","m_income_srce8","m_income_srce9","m_income_srce10","m_income_srce11","m_income_srce12","d_years_at_addr_code","d_tenure_holder_code","d_education","d_work_hours","d_smoke","d_income_srce7","d_income_srce8","d_income_srce9","d_income_srce10","d_income_srce11","d_income_srce12","ch_sex","child_depend_family_type_code","d_family_role_code","heat_fuel","m_family_role_code","telecomm1_code","telecomm2_code","telecomm4_code","usual_resdnt_count_code","twin","singparstat","total_income_hhld_code"
"1663",2222,"2","0","1","0","0","0","0",34,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",4,6,"1","7",0,"3","0","0","0","0","0","0",6,"1","8",48,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","12"
"1664",2223,"9","0","1","0","0","0","0",29,"0","1","0","0","0","0","4",27,"0","1","0","0","0","0","1",4,2,"1","0",0,"3","0","0","0","0","0","0",0,"1","1",55,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","8"
"1665",2226,"10","0","1","1","0","0","0",31,"0","1","1","0","0","0","4",32.7881557017544,"0","1","1","0","0","0","4",3,0,"2","5",0,"1","0","0","0","0","0","0",1.88304653679654,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","99","2","99","5",1,"2","6"
"1666",2227,"8","0","1","0","0","0","0",25,"0","1","0","0","0","0","4",27,"0","1","0","0","0","0","1",3,2,"2","7",0,"3","0","0","0","0","0","0",1,"2","8",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"1667",2229,"3","0","1","0","0","0","0",33,"0","1","0","0","0","0","4",32,"0","1","0","0","0","0","1",4,0,"1","4",0,"2","0","0","0","0","0","0",0,"1","4",45,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","12"
"1668",2230,"9","0","1","1","0","0","0",30,"0","0","1","0","0","0","4",45,"0","1","1","0","0","0","1",4,1,"2","0",0,"1","0","0","0","0","0","0",1,"2","2",40,"3","0","0","0","0","0","0","1","23","1","1","1","1","99","99","8",1,"1","12"
"1669",2231,"7","0","1","0","0","0","0",42,"0","1","0","0","0","0","2",39.8044481409002,"0","1","0","0","0","0","4",3,3,"2","0",15,"3","0","0","0","0","0","0",2.73593181818182,"2","0",0,"3","0","0","0","0","0","0","1","31","1","1","1","1","2","99","4",1,"2","5"
"1670",2232,"1","0","1","0","0","0","0",31,"0","1","0","0","0","0","4",31,"0","1","0","0","0","0","1",3,0,"1","11",0,"3","0","0","0","0","0","0",0,"1","8",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","13"
"1671",2233,"5","0","1","0","0","0","0",31,"0","1","0","0","0","0","2",40,"0","1","0","0","0","0","1",3,1,"1","11",25,"3","0","0","0","0","0","0",3,"1","8",53,"2","0","0","0","0","0","0","1","21","1","1","1","99","2","4","3",1,"1","13"
"1672",2234,"3","0","1","0","0","0","0",24,"0","1","0","0","0","0","2",32,"0","1","0","0","0","0","1",3,0,"1","2",9,"2","0","0","0","0","0","0",0,"1","3",45,"1","0","0","0","0","0","0","1","21","1","1","1","1","2","99","4",1,"1","12"
"1673",2235,"9","0","0","0","0","0","1",25,"0","0","0","0","0","1","4",30.8086666666667,"0","0","0","0","0","1","4",3,20,"2","0",0,"3","0","0","0","0","0","1",5.095,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","99","2","99","7",1,"2","12"
"1674",2237,"2","0","1","0","0","0","0",30,"0","1","0","0","0","0","4",29,"0","1","0","0","0","0","1",4,1,"1","6",0,"3","0","0","0","0","0","0",1,"1","2",50,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"1675",2238,"6","0","1","0","0","0","0",19,"0","1","0","0","0","0","4",27.5035100373483,"0","1","0","0","0","0","4",2,0,"2","0",0,"1","0","0","0","0","0","0",0.697619047619048,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","2",1,"2","7"
"1676",2239,"3","0","0","1","0","0","0",32,"0","1","1","0","0","0","2",32.3962222222222,"0","0","1","0","0","0","4",4,0,"2","13",10,"1","0","0","1","0","0","0",1.9395,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","4","5",1,"2","12"
"1677",2241,"2","0","1","0","0","0","0",33,"0","1","0","0","0","0","1",34,"0","1","0","0","0","0","1",5,3,"1","11",36,"3","0","0","0","0","0","0",2.07166166400649,"1","11",45,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"1678",2242,"1","0","1","0","0","0","0",36,"0","1","0","0","0","0","4",34,"0","1","0","0","0","0","1",4,2,"1","11",0,"3","0","0","0","0","0","0",2,"1","11",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","14"
"1679",2243,"1","0","1","0","0","0","0",36,"0","1","0","0","0","0","3",35,"0","1","0","0","0","0","1",3,2,"1","11",0,"3","0","0","0","0","0","0",2,"1","13",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"1680",2244,"1","1","0","0","0","0","0",37,"1","0","0","0","0","0","4",30,"1","0","0","0","0","0","1",4,1,"1","9",0,"3","0","0","0","0","0","0",5,"1","10",40,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","12"
"1681",2245,"8","0","1","0","0","0","0",24,"0","1","0","0","0","0","4",24,"0","1","0","0","0","0","1",2,4,"2","9",0,"3","0","0","0","0","0","0",4,"2","10",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","8"
"1682",2246,"7","0","1","0","0","0","0",22,"0","1","0","0","0","0","4",30.2138725153725,"0","1","0","0","0","0","4",3,0,"2","0",0,"1","0","0","0","0","0","0",1.60929227145404,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","99","2","99","5",2,"2","6"
"1683",2247,"2","0","1","1","0","0","0",23,"0","1","1","0","0","0","4",32,"0","1","0","0","0","0","1",2,0,"2","3",0,"2","0","0","0","0","0","0",0,"2","0",40,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","99","3",1,"1","10"
"1684",2248,"2","1","0","0","0","0","0",28,"1","0","0","0","0","0","2",33,"1","0","0","0","0","0","1",4,4,"1","8",20,"3","0","0","0","0","0","0",4,"1","8",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","14"
"1685",2249,"3","0","1","0","0","0","0",31,"0","1","0","0","0","0","1",32,"0","1","0","0","0","0","1",3,6,"1","8",34,"3","0","0","0","0","0","0",4,"1","9",50,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"1686",2251,"9","1","0","0","0","0","0",36,"1","0","0","0","0","0","4",38.9471111111111,"1","0","0","0","0","0","4",2,2,"2","4",0,"3","0","0","0","0","0","0",1.83136507936508,"2","4",0,"3","0","0","0","0","0","0","2","31","1","1","1","99","2","4","2",1,"2","5"
"1687",2252,"9","0","1","1","0","0","1",21,"0","1","1","0","0","1","4",21,"0","0","0","0","0","1","2",3,5,"2","2",0,"3","0","0","0","0","0","1",1,"2","4",8,"3","0","0","0","0","0","1","2","21","1","1","1","1","2","4","6",1,"1","11"
"1688",2253,"4","0","1","1","0","0","0",25,"0","1","0","0","0","0","1",27,"0","1","1","0","0","0","1",3,0,"2","5",0,"1","0","0","0","0","0","0",0,"2","3",52,"1","0","0","0","0","0","0","1","21","1","1","1","1","99","99","3",1,"1","11"
"1689",2255,"3","0","1","0","0","0","0",33,"0","1","0","0","0","0","2",34,"0","1","0","0","0","0","1",3,4,"1","12",11,"2","0","0","0","0","0","0",6,"1","3",50,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"1690",2257,"6","0","1","1","0","0","0",33,"0","1","0","0","0","0","4",34.1062936507937,"0","1","1","0","0","0","4",3,0,"1","0",0,"1","0","0","0","0","0","0",2.34414181025946,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","4","2",1,"2","3"
"1691",2258,"10","0","1","1","0","0","0",24,"0","1","1","0","0","0","4",30.1958831948832,"0","1","1","0","0","0","4",2,1,"2","0",0,"1","0","0","0","0","0","0",1.00303300865801,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","99","99","99","3",1,"2","5"
"1692",2259,"8","0","1","0","0","0","0",31,"0","1","0","0","0","0","4",33,"0","1","0","0","0","0","1",3,5,"1","2",0,"3","0","0","0","0","0","0",6,"1","3",60,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"1693",2261,"1","0","1","0","0","0","0",38,"0","1","0","0","0","0","2",35,"0","1","0","0","0","0","1",3,8,"1","14",24,"3","0","0","0","0","0","0",8,"1","11",40,"3","0","0","0","0","0","0","2","21","1","1","1","99","2","4","4",1,"1","14"
"1694",2263,"10","0","0","0","0","0","1",22,"0","0","0","0","0","1","4",27,"0","0","0","0","0","1","4",2,2,"2","7",0,"3","0","0","0","0","0","0",2,"2","0",0,"3","0","0","0","0","0","0","1","21","1","1","1","1","99","99","4",1,"1","11"
"1695",2264,"1","0","1","0","0","0","0",36,"0","1","0","0","0","0","4",38,"0","1","0","0","0","0","1",5,0,"2","11",0,"3","0","0","0","0","0","0",0,"2","10",53,"3","0","0","0","0","0","0","2","21","1","1","1","99","2","4","7",1,"1","14"
"1696",2265,"7","1","0","0","0","0","0",34,"1","0","0","0","0","0","4",34.2826302138722,"1","0","0","0","0","0","2",2,0,"2","4",0,"3","0","0","0","0","0","1",1.48690476190476,"2","4",0,"3","0","0","0","0","0","0","1","31","1","1","1","1","2","4","4",1,"2","9"
"1697",2267,"7","0","0","0","0","0","1",32,"0","0","0","0","0","1","1",36,"0","0","0","0","0","1","1",3,3,"2","4",50,"2","0","0","0","0","0","0",3,"2","4",50,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","99","5",1,"1","13"
"1698",2270,"9","0","1","1","0","0","0",33,"0","1","0","0","0","0","2",34,"0","1","1","0","1","0","1",3,1,"1","3",28,"3","0","0","0","0","0","0",2,"1","5",47,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","12"
"1699",2272,"10","0","0","0","0","0","1",25,"0","0","0","0","0","1","1",39,"0","0","0","0","0","1","1",3,0,"1","3",0,"3","0","1","1","0","0","0",2,"2","0",40,"3","0","1","1","0","0","0","1","21","1","1","1","1","2","99","20",1,"1","14"
"1700",2273,"2","0","1","0","0","0","0",33,"0","1","0","0","0","0","2",41,"0","1","0","0","0","0","1",4,6,"1","10",0,"3","0","0","0","0","0","0",6,"1","11",40,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","99","6",1,"1","14"
"1701",2274,"4","0","1","0","0","0","0",28,"0","1","0","0","0","0","2",29,"0","1","0","0","0","0","1",4,4,"1","0",2,"3","0","0","0","0","0","0",1,"1","8",45,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","12"
"1702",2275,"6","1","0","0","0","0","0",29,"1","0","0","0","0","0","4",39,"1","0","0","0","0","0","1",2,2,"2","4",0,"3","0","0","0","0","0","0",1,"2","4",70,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"1703",2277,"5","0","1","1","0","0","0",24,"0","1","1","0","0","0","4",28.6373333333333,"0","1","0","0","0","0","4",3,18,"2","1",0,"2","0","1","1","1","0","0",4.79621895424837,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","4","5",1,"2","9"
"1704",2278,"9","1","0","0","0","0","0",32,"1","0","0","0","0","0","4",33,"0","1","0","0","0","0","2",2,2,"2","11",0,"3","0","0","0","0","0","0",4,"2","9",17.5154761904762,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","11"
"1705",2279,"9","0","1","0","0","0","0",37,"0","1","0","0","0","0","4",37,"0","1","0","0","0","0","1",5,8,"1","1",0,"3","0","0","0","0","0","0",8,"1","2",42.9139834212766,"2","0","0","0","0","0","0","2","21","1","1","1","99","2","4","8",1,"1","10"
"1706",2280,"5","0","1","1","0","0","1",27,"0","0","0","0","0","1","4",31.0897341269841,"0","0","0","0","0","1","4",4,0,"2","0",0,"1","0","0","1","0","0","0",2.96220833333333,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","4","8",1,"2","14"
"1707",2281,"8","0","0","0","0","1","0",35,"0","0","0","0","1","0","4",45,"0","0","0","0","1","0","1",4,2,"1","0",0,"2","0","0","0","0","0","0",2,"1","0",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","7",1,"1","14"
"1708",2282,"10","0","0","0","0","0","1",42,"0","0","0","0","0","1","4",39,"0","0","0","0","0","1","1",3,5,"2","0",0,"3","0","0","0","0","0","0",9,"2","0",40,"3","0","0","0","0","0","0","1","21","1","1","1","99","2","99","4",1,"1","11"
"1709",2284,"9","0","0","0","0","0","1",38,"0","0","0","0","0","1","4",27,"0","0","0","0","0","1","4",3,4,"2","0",0,"2","0","0","0","0","0","0",1,"2","0",0,"1","0","0","0","0","0","0","2","21","1","1","1","1","99","99","5",1,"1","11"
"1710",2287,"8","0","1","0","0","0","0",29,"0","1","0","0","0","0","1",30,"0","1","0","0","0","0","1",2,1,"1","12",28.2110884687208,"1","0","0","0","0","0","1",0,"1","1",50,"3","0","0","0","0","0","1","2","21","1","1","1","1","2","4","4",1,"1","14"
"1711",2288,"2","0","0","0","0","1","0",35,"0","0","0","0","1","0","2",32,"0","0","0","0","1","0","1",5,1,"1","11",13.8018888888889,"3","0","0","0","0","0","0",1,"1","1",50,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"1712",2289,"8","1","1","0","0","0","0",25,"1","0","0","0","0","0","4",32,"0","1","0","0","0","0","1",3,0,"2","4",0,"3","0","0","0","0","0","0",0,"2","3",45,"3","0","0","0","0","0","0","1","21","1","1","1","99","2","4","3",1,"1","13"
"1713",2290,"6","0","1","1","0","0","0",38,"0","1","0","0","0","0","4",34,"0","0","1","0","0","0","3",3,5,"1","8",0,"1","0","0","0","0","0","0",4,"1","0",0,"3","0","0","0","0","0","0","2","21","1","1","1","99","2","4","5",1,"1","10"
"1714",2293,"9","0","1","0","0","0","0",25,"0","1","0","0","0","0","4",30,"0","1","0","0","0","0","1",4,0,"2","1",0,"2","0","0","0","0","0","1",0,"2","2",35,"2","0","0","0","0","0","1","2","21","1","1","1","1","2","4","5",1,"1","14"
"1715",2294,"2","0","0","0","0","1","0",31,"0","0","0","0","1","0","4",38,"0","0","0","0","1","0","1",3,8,"1","2",0,"2","0","0","0","0","0","0",4,"1","2",42,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","12"
"1716",2295,"7","0","1","0","0","0","0",32,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",3,3,"1","1",0,"2","0","0","0","0","0","0",3,"1","11",45,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","11"
"1717",2296,"4","0","0","0","0","1","0",33,"0","0","0","0","1","0","4",36.3347197802198,"0","1","0","0","0","0","1",3.09113235294118,5,"1","10",0,"3","0","0","0","0","0","1",4.29015924598278,"1","8",0,"3","0","0","0","0","0","0","1","31","1","1","1","1","2","4","2",1,"2","12"
"1718",2297,"6","0","1","0","0","0","0",36,"0","1","0","0","0","0","4",37,"0","1","0","0","0","0","1",3,0,"2","13",0,"3","0","0","0","0","0","0",0,"2","11",40,"3","0","0","0","0","0","0","2","21","1","1","1","99","2","4","4",1,"1","13"
"1719",2298,"3","1","1","0","0","0","0",22,"0","0","0","0","0","0","3",26,"1","1","0","0","0","0","1",2,2,"2","2",0,"3","0","0","1","0","0","1",2,"2","8",40,"3","0","0","1","0","0","1","2","21","1","1","1","1","2","4","5",1,"1","11"
"1720",2299,"4","0","1","0","0","0","0",37,"0","1","0","0","0","0","4",43,"0","1","0","0","0","0","1",4,2,"2","1",0,"2","0","0","0","0","0","0",6,"1","2",40,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","13"
"1721",2300,"5","0","1","0","0","0","0",29,"0","1","0","0","0","0","4",32,"0","1","0","0","0","0","1",3,6.10882746478873,"1","10",0,"3","0","0","0","0","0","0",25,"1","8",45,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","11"
"1722",2301,"9","0","1","0","0","0","0",24,"0","1","0","0","0","0","4",31.321041005291,"0","1","0","0","0","0","4",3,0,"2","0",0,"1","0","0","0","0","0","0",1.33091666666667,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","99","99","4",1,"2","5"
"1723",2302,"7","0","1","1","0","0","0",20,"0","1","0","0","0","0","4",26.99938266581,"0","1","1","0","0","0","1",2,0,"2","1",0,"2","0","0","0","0","0","0",1.14294117647059,"2","0",0,"1","0","0","0","0","0","0","1","31","1","1","1","1","2","99","2",1,"2","10"
"1724",2303,"9","0","0","0","0","0","1",35,"0","0","0","0","0","1","4",35.5912857142857,"0","0","0","0","0","1","4",3,0,"2","1",0,"1","0","0","0","0","0","0",2.624,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","4",1,"2","6"
"1725",2304,"4","0","1","0","0","0","0",25,"0","1","0","0","0","0","2",29,"0","1","0","0","0","0","1",4,4,"2","10",10,"3","0","0","0","0","0","0",2,"2","0",50,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"1726",2305,"6","1","0","0","0","0","0",25,"1","0","0","0","0","0","4",38,"1","0","0","0","0","0","1",3,3,"2","13",0,"3","0","0","0","0","0","0",1,"2","11",80,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",2,"1","1"
"1727",2306,"7","0","1","1","0","0","0",29,"0","1","0","0","0","0","1",29,"0","1","1","0","0","0","1",3,1,"2","8",40,"2","0","0","0","0","0","0",0,"2","8",50,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","12"
"1728",2307,"8","1","0","0","0","0","0",30,"1","0","0","0","0","0","4",34.9361414405579,"1","0","0","0","0","0","2",2,0,"1","13",0,"3","0","0","0","0","0","0",1.11830303030303,"1","11",0,"3","0","0","0","0","0","0","2","31","1","1","1","1","2","4","4",2,"2","4"
"1729",2308,"5","0","1","1","0","0","1",19,"0","0","1","0","0","1","4",29.4161666666667,"0","0","0","0","0","1","4",4,9,"2","2",0,"1","0","1","1","0","0","0",6.24452380952381,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","7",1,"2","14"
"1730",2309,"6","0","1","0","0","0","0",32,"0","1","0","0","0","0","4",34,"0","1","0","0","0","0","1",4,2,"1","11",0,"2","0","0","0","0","0","0",2,"1","8",44.8910943867473,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","8"
"1731",2310,"8","0","1","1","0","0","0",19,"0","1","1","0","0","0","4",26.7956450996451,"0","1","1","0","0","0","4",2,0,"2","0",0,"1","0","0","0","0","0","0",0.427015151515151,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","99","2",1,"2","9"
"1732",2311,"4","0","1","0","0","0","0",27,"0","1","0","0","0","0","4",29,"0","1","0","0","0","0","1",3,0,"2","3",0,"3","0","0","0","0","0","0",2,"1","8",46,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"1733",2312,"1","0","1","1","0","0","0",36,"0","1","1","0","0","0","2",35,"0","1","0","0","0","0","1",3,0,"1","11",20,"2","0","0","0","0","0","0",3,"1","8",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","13"
"1734",2313,"7","1","0","0","0","1","0",32,"1","0","0","0","0","0","1",34,"1","0","0","0","0","0","1",2,0,"2","11",40,"3","0","0","0","0","0","0",2,"2","11",40,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","99","4",1,"1","13"
"1735",2314,"5","0","1","0","0","0","0",27,"0","1","0","0","0","0","4",33,"0","1","0","0","0","0","4",3,0,"2","8",7,"2","0","0","0","0","0","0",1,"2","3",0,"1","0","0","0","0","0","0","1","21","1","1","1","99","2","4","4",1,"1","7"
"1736",2315,"5","0","1","1","0","0","0",34,"0","1","1","0","0","0","4",29,"0","1","1","0","0","0","1",3,2,"1","9",0,"3","0","0","0","0","0","0",0,"1","13",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"1737",2316,"1","1","1","1","0","0","0",30,"1","0","0","0","0","0","4",35,"0","1","1","0","0","0","1",3,0,"1","3",0,"3","0","0","0","0","0","0",0,"1","8",40,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","11"
"1738",2317,"10","0","0","1","0","0","0",35,"0","0","1","0","0","0","4",38,"0","0","1","0","0","0","1",3,5,"2","2",0,"1","0","0","0","0","0","0",6,"2","1",45,"2","0","0","0","0","0","0","1","21","1","1","1","1","2","4","8",2,"1","10"
"1739",2319,"5","0","0","1","0","1","0",31,"0","1","1","0","1","0","2",36,"0","1","1","0","0","0","1",3,2,"1","11",3,"3","0","0","0","0","0","0",4,"2","2",45,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","3",1,"1","13"
"1740",2320,"1","0","1","0","0","0","0",33,"0","1","0","0","0","0","4",35,"0","1","0","0","0","0","1",4,1,"1","1",0,"3","0","0","0","0","0","0",2,"1","10",45,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"1741",2322,"4","0","1","0","0","0","0",32,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",4,8,"2","3",0,"3","0","0","0","0","0","0",1,"1","11",46,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",2,"1","12"
"1742",2323,"5","0","1","0","0","0","0",28,"0","1","0","0","0","0","4",38,"0","1","0","0","0","0","4",3,2,"2","0",0,"2","0","0","0","0","0","0",3,"2","0",0,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","9"
"1743",2324,"2","0","1","0","0","0","0",36,"0","1","0","0","0","0","2",38,"0","1","0","0","0","0","1",3,6,"1","11",10,"3","0","0","0","0","0","0",5,"2","8",45.5900960435195,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"1744",2325,"6","0","1","0","0","0","0",31,"0","1","0","0","0","0","1",19,"0","1","0","0","0","0","1",4,0,"2","1",25.3341666666667,"1","0","0","1","0","0","0",0,"2","0",60,"3","0","0","1","0","0","0","1","21","1","1","1","1","2","99","7",1,"1","12"
"1745",2326,"6","0","1","0","0","0","0",31,"0","1","0","0","0","0","2",34,"0","1","0","0","0","0","1",3,2,"2","2",6,"1","0","0","0","0","0","0",1,"2","3",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","6",1,"1","12"
"1746",2327,"8","0","1","0","0","0","1",32,"0","1","0","0","0","0","3",30,"0","0","0","0","0","1","1",3,1,"2","4",0,"1","0","0","0","0","0","0",0,"2","3",45,"1","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","11"
"1747",2328,"5","0","1","0","0","0","0",33,"0","1","0","0","0","0","2",44,"0","1","0","0","0","0","1",2,7,"1","12",2,"3","0","0","0","0","0","0",9,"1","12",50,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","12"
"1748",2331,"8","0","0","1","0","0","0",20,"0","0","1","0","0","0","4",26.9642857142857,"0","0","1","0","0","0","4",4,2,"2","7",0,"1","0","1","1","0","0","0",2.45533333333333,"2","0",0,"1","0","0","0","0","0","0","2","31","1","1","1","1","2","4","6",1,"2","13"
"1749",2332,"2","0","1","0","0","0","0",37,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",3,3,"1","11",0,"3","0","0","0","0","0","0",3,"1","4",53,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","4",1,"1","14"
"1750",2333,"6","0","1","0","0","0","0",20,"0","1","0","0","0","0","1",25,"0","1","0","0","0","0","1",3,0,"2","0",40,"3","0","0","0","0","0","0",1,"2","1",60,"3","0","0","0","0","0","0","2","21","1","1","1","1","99","4","4",1,"1","9"
"1751",2335,"6","0","1","0","0","0","0",30,"0","1","0","0","0","0","4",32,"0","1","0","0","0","0","1",3,1,"1","12",0,"3","0","0","0","0","0","0",0,"1","11",45,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","3",1,"1","14"
"1752",2336,"7","0","0","0","0","0","1",20,"0","0","0","0","0","1","4",19,"0","0","0","0","0","1","4",5,0,"2","0",40,"2","1","0","1","0","0","0",2,"2","0",0,"3","1","0","1","0","0","0","2","21","1","1","1","1","99","99","8",1,"1","14"
"1753",2337,"6","0","1","0","0","0","0",31,"0","1","0","0","0","0","4",36,"0","1","0","0","0","0","1",4,0,"1","9",0,"3","0","0","0","0","0","0",1,"1","6",45,"2","0","0","0","0","0","0","2","21","1","1","1","1","2","4","5",1,"1","12"
"1754",2338,"9","1","0","0","0","0","0",26,"1","0","0","0","0","0","4",25,"1","0","0","0","0","0","4",3,0,"2","4",0,"3","0","0","0","0","0","0",0,"2","4",4,"3","0","0","0","0","0","0","1","21","1","1","1","1","99","99","5",1,"1","4"
"1755",2339,"2","0","1","0","0","0","0",33,"0","1","0","0","0","0","4",36.8266590909091,"0","1","0","0","0","0","4",2,0,"2","11",0,"3","0","0","0","0","0","0",1.16813095238095,"2","10",0,"3","0","0","0","0","0","0","2","31","1","1","1","1","2","4","4",1,"2","9"
"1756",2341,"4","1","1","1","0","0","1",26,"0","1","1","0","0","0","4",26,"1","0","0","0","0","1","1",3,5,"1","11",40,"3","0","0","0","0","0","0",5,"1","2",40,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","4",1,"1","13"
"1757",2342,"4","0","1","0","0","0","0",33,"0","1","0","0","0","0","4",33,"0","1","0","0","0","0","1",4,0,"1","8",6,"3","0","0","0","0","0","0",4,"1","0",44,"3","0","0","0","0","0","0","2","21","1","0","1","1","2","4","5",1,"1","10"
"1758",2344,"9","0","1","1","0","0","0",36,"0","1","1","0","0","0","4",37.4843260869565,"0","1","0","0","0","0","1",4,4,"1","11",0,"3","0","0","0","0","0","0",4.25971794871795,"1","11",0,"3","0","0","0","0","0","0","1","31","1","1","1","1","2","4","5",1,"2","12"
"1759",2346,"6","0","1","0","0","0","0",26,"0","1","0","0","0","0","4",31.2260065997221,"0","1","0","0","0","0","2",3,0,"2","8",0,"3","0","0","0","0","0","0",0.962426767676768,"2","2",0,"3","0","0","0","0","0","0","1","31","1","1","1","99","2","4","3",1,"2","12"
"1760",2348,"1","0","1","1","0","0","0",37,"0","1","0","0","0","0","1",42,"0","0","1","0","0","0","4",3,4,"1","11",45,"3","0","0","0","0","0","0",7,"1","11",0,"3","0","0","0","0","0","0","2","21","1","1","1","1","2","4","7",1,"1","14"
"1761",2349,"8","0","0","0","0","1","0",25.6614835164835,"0","0","0","0","1","0","4",20,"0","0","0","0","0","0","4",2,2.23933333333333,"2","0",0,"1","0","0","0","0","0","0",3.16504166666667,"2","1",0,"1","0","1","0","0","0","0","2","31","1","1","1","1","2","99","4",1,"3","7"
"1762",2350,"7","0","1","0","0","0","0",31,"0","1","0","0","0","0","4",33,"0","1","0","0","0","0","1",4,1,"1","11",0,"3","0","0","0","0","0","0",0,"1","8",45,"3","0","0","0","0","0","0","1","21","1","1","1","1","2","4","5",1,"1","12"
