"","id","NZDep","ch_asian","ch_euro","ch_maori","ch_melaa","ch_other","ch_pacific","m_age","m_asian","m_euro","m_maori","m_melaa","m_other","m_pacific","m_wklfs","d_age","d_asian","d_euro","d_maori","d_melaa","d_other","d_pacific","d_wklfs","bedroom","m_years","m_tenure","m_edu","m_work_hour","m_smoke","m_income7","m_income8","m_income9","m_income10","m_income11","m_income12","d_years","d_tenure","d_edu","d_work_hour","d_smoke","d_income7","d_income8","d_income9","d_income10","d_income11","d_income12","ch_sex","child_family","d_family_role","heat_fuel","m_family_rol","telecom1","telecom2","telecom4","usual_resdnt","twin","singpar","total_income","NA"
"1886",2507,"1","0","1","0","0","0","0",20,"0","1","0","0","0","0","1",20,"0","1","0","0","0","0","1","3",25,"1","11",32.6997724867725,"3","0","0","0","0","0","0",34,"1","3",45,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","5","1","1","14",45
"1887",2508,"3","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",15,"0","0","0","0","1","0","1","4",2,"2","9",2,"2","0","0","0","0","0","0",2,"2","11",53,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","13",53
"1888",2509,"2","0","1","0","0","0","0",24,"0","1","0","0","0","0","4",25,"0","1","0","0","0","0","1","4",14,"1","10",2,"2","0","0","0","0","0","0",3,"1","2",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","5","1","1","14",43
"1889",2511,"4","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",13,"0","1","0","0","0","0","1","4",3,"1","10",2,"2","0","0","0","0","0","0",3,"1","8",49,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","5","1","1","14",49
"1890",2512,"3","0","1","0","0","0","0",26,"0","1","0","0","0","0","4",23,"0","1","0","0","0","0","1","5",25,"1","11",2,"3","0","0","0","0","0","0",25,"1","11",64,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","6","1","1","13",64
"1891",2513,"3","0","1","1","0","0","0",13,"0","1","1","0","0","0","1",21,"0","1","0","0","0","0","1","3",3,"2","11",44,"2","0","0","0","0","0","0",3,"2","4",64,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","14",64
"1892",2514,"5","0","1","0","0","0","0",7,"0","1","0","0","0","0","4",15.1635995016276,"0","1","0","0","0","0","4","3",30,"2","0",2,"2","0","0","0","0","0","0",14.3634285714286,"2","0",2,"1","0","0","0","0","0","0","2","31","1","1","1","1","1","1","3","1","2","4",2
"1893",2515,"6","0","1","1","0","0","0",17,"0","1","1","0","0","0","4",21,"0","1","0","0","0","0","1","4",2,"1","2",2,"2","0","0","0","0","0","0",2,"1","1",53,"1","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","13",53
"1894",2517,"1","0","1","0","0","0","0",20,"0","1","0","0","0","0","4",20,"0","1","0","0","0","0","1","4",30,"1","3",2,"2","0","0","0","0","0","0",14,"1","2",53,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","13",53
"1895",2518,"7","0","0","0","0","1","0",13,"0","0","0","0","1","0","2",15,"0","1","0","0","0","0","1","5",25,"1","11",26.5712496392496,"2","0","0","0","0","0","0",3,"1","11",48,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",48
"1896",2520,"2","0","1","0","0","0","0",19,"0","1","0","0","0","0","4",20,"0","1","0","0","0","0","1","3",2,"1","8",2,"2","0","0","0","0","0","0",2,"1","2",53,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","12",53
"1897",2521,"1","0","1","0","0","0","0",27,"0","1","0","0","0","0","2",28,"0","1","0","0","0","0","1","4",25,"1","11",22,"3","0","0","0","0","0","0",3,"1","13",53,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","5","1","1","12",53
"1898",2524,"7","1","0","0","0","0","0",12,"1","0","0","0","0","0","4",18,"1","0","0","0","0","0","1","1",2,"2","11",2,"3","0","0","0","0","0","0",3,"2","13",47,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","10",47
"1899",2525,"5","1","0","0","0","0","0",22,"1","0","0","0","0","0","2",20,"1","0","0","0","0","0","1","3",2,"1","13",44,"3","0","0","0","0","0","0",34,"1","11",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",43
"1900",2526,"9","1","1","1","0","0","0",8,"1","1","0","0","0","0","4",15.8321638655462,"0","1","1","0","0","0","4","2",2,"2","6",2,"1","0","0","1","0","1","0",9.39763901621255,"2","0",2,"1","0","0","0","0","0","0","1","33","1","0","1","1","1","1","4","1","2","7",2
"1901",2527,"5","0","1","0","0","0","0",17,"0","1","0","0","0","0","4",18,"0","1","0","0","0","0","1","3",31,"1","11",2,"3","0","0","0","0","0","0",37,"1","11",46,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",46
"1902",2529,"10","0","0","0","0","0","1",15,"0","0","0","0","0","1","4",10,"0","0","0","0","0","1","4","3",14,"2","2",2,"1","0","0","0","0","0","0",14,"2","2",2,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","6","1","1","7",2
"1903",2530,"5","0","0","0","0","1","0",24,"0","0","0","0","1","0","4",25,"0","0","0","0","1","0","1","4",30,"1","11",2,"3","0","0","0","0","0","0",14,"1","9",48,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","12",48
"1904",2532,"9","0","1","0","0","0","0",13,"0","1","0","0","0","0","2",10,"0","1","0","0","0","0","4","2",2,"2","3",2,"3","0","0","0","0","0","0",2,"2","0",2,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","7",2
"1905",2533,"4","0","1","0","0","0","0",23,"0","1","0","0","0","0","4",24,"0","1","0","0","0","0","1","5",2,"1","8",2,"3","0","0","0","0","0","0",2,"1","8",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","7","1","1","13",43
"1906",2535,"3","0","0","0","0","1","0",18,"0","1","0","0","0","0","4",13,"1","0","0","0","1","0","1","2",2,"2","4",2,"3","0","0","0","0","0","0",9.35648845598846,"2","3",2,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","12",2
"1907",2537,"9","0","0","0","0","1","0",14,"0","0","0","0","1","0","4",13,"0","0","0","0","1","0","1","3",3,"1","7",2,"1","0","0","0","0","0","0",2,"1","0",43,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",43
"1908",2541,"5","0","0","0","0","1","0",5,"0","1","0","0","0","0","4",15.0128383838384,"0","0","0","0","0","0","4","2",15,"2","0",2,"1","1","0","1","0","0","0",13.440700280112,"2","0",2,"1","0","0","0","0","0","0","2","31","1","1","1","1","1","1","4","1","2","5",2
"1909",2543,"1","0","0","0","0","1","0",21,"0","0","0","0","1","0","2",25,"0","0","0","0","1","0","1","4",14,"1","11",77,"3","0","0","0","0","0","0",14,"1","10",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",43
"1910",2544,"10","0","0","0","0","0","1",15,"0","0","0","0","0","1","4",12,"0","0","0","0","0","1","4","3",30,"2","3",2,"3","1","0","1","0","0","0",2,"2","0",2,"3","1","0","1","0","0","0","2","21","1","0","1","1","1","1","6","1","1","14",2
"1911",2546,"7","0","1","0","0","0","0",15,"0","1","0","0","0","0","4",23,"0","1","0","0","0","0","1","3",17.4731143131166,"1","11",2,"2","0","0","0","0","0","0",17.3536012353659,"1","3",48,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","12",48
"1912",2549,"1","0","1","0","0","0","0",16,"0","1","0","0","0","0","4",27,"0","1","0","0","0","0","1","3",2,"2","7",2,"2","0","0","0","0","0","0",14,"2","11",48,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","14",48
"1913",2550,"2","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",18,"0","1","0","0","0","0","1","3",25,"2","0",2,"1","0","0","0","0","0","0",25,"2","0",43,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","12",43
"1914",2551,"4","0","1","1","0","0","0",17,"0","1","1","0","0","0","4",17,"0","1","0","0","0","0","1","4",14,"1","8",2,"2","0","0","0","0","0","0",14,"1","1",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","12",43
"1915",2552,"5","0","1","0","0","0","0",19,"0","1","0","0","0","0","4",20,"0","1","0","0","0","0","1","3",14,"1","2",2,"3","0","0","0","0","0","0",14,"1","8",51,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","12",51
"1916",2553,"5","0","1","0","0","0","0",15,"0","1","0","0","0","0","4",17,"0","1","0","0","0","0","1","3",2,"2","7",2,"2","0","0","0","0","0","0",2,"2","0",43,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","12",43
"1917",2554,"7","0","1","0","0","0","0",17,"0","1","0","0","0","0","2",17,"0","1","0","0","0","0","1","3",3,"1","7",21.7328752766474,"2","0","0","0","0","0","0",2,"1","4",47,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","14",47
"1918",2555,"10","0","0","1","0","0","0",12.2649284893268,"0","0","1","0","0","0","4",15,"0","0","1","0","0","0","4","4",8.52942156862745,"2","0",2,"1","0","0","0","0","0","0",8.99304242979243,"2","0",2,"1","1","0","0","0","0","0","1","31","1","1","1","1","1","1","8","1","3","8",2
"1919",2556,"9","0","0","0","0","0","1",25,"0","0","0","0","0","1","4",22,"0","0","0","0","0","1","1","3",2,"2","4",2,"3","0","0","0","0","0","0",2,"2","4",43,"3","0","0","0","0","0","0","1","21","1","1","1","99","99","99","4","1","1","10",43
"1920",2557,"7","0","1","1","0","0","0",17,"0","1","1","0","0","0","1",16,"0","1","0","0","0","0","1","3",14,"2","12",44,"3","0","0","0","0","0","0",2,"2","11",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","12",43
"1921",2558,"5","0","1","0","0","0","0",16,"0","1","0","0","0","0","1",30,"0","1","0","0","0","0","1","3",31,"2","2",78,"2","0","0","0","0","0","0",29,"1","0",90,"1","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","12",90
"1922",2560,"8","0","1","1","0","0","1",9,"0","1","1","0","0","0","4",17.3,"0","1","1","0","0","1","4","2",33,"2","1",2,"2","0","0","0","0","0","0",12.6395833333333,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","3","1","2","5",2
"1923",2561,"2","0","0","0","0","1","0",18,"0","0","0","0","1","0","4",20,"0","0","0","0","1","0","1","4",3,"1","11",2,"3","0","0","0","0","0","0",14,"1","8",48,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","14",48
"1924",2562,"6","0","1","0","0","0","0",21,"0","1","0","0","0","0","2",22,"0","1","0","0","0","0","1","6",2,"2","10",60,"3","0","0","0","0","0","0",14,"2","13",64,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",64
"1925",2564,"9","1","0","0","0","0","0",17,"1","0","0","0","0","0","4",17,"1","0","0","0","0","0","1","3",2,"2","11",2,"3","0","0","0","0","0","0",2,"2","11",40,"1","0","0","0","0","0","0","1","21","1","1","1","99","99","99","4","1","1","11",40
"1926",2565,"7","0","1","0","0","0","1",18,"0","1","0","0","0","0","2",16,"0","0","0","0","0","1","1","3",25,"1","2",2,"3","0","0","0","0","0","0",25,"1","2",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",43
"1927",2566,"7","0","1","0","0","0","0",25,"0","1","0","0","0","0","4",21,"0","1","0","0","0","0","4","3",14,"2","3",2,"2","0","0","0","0","0","0",2,"1","3",2,"2","0","0","0","0","0","0","2","21","1","1","1","99","99","99","4","1","1","10",2
"1928",2567,"9","0","1","1","0","0","0",6,"0","1","1","0","0","0","1",14.2853333333333,"0","1","1","0","0","0","4","3",2,"2","3",44,"1","0","0","1","0","0","1",9.22608556149733,"2","0",2,"1","0","0","0","0","0","0","2","31","1","1","1","1","1","1","5","1","2","9",2
"1929",2568,"8","0","1","0","0","0","0",5,"0","1","0","0","0","0","4",13.3239074259074,"0","1","0","0","0","0","4","3",2,"2","1",2,"1","0","0","1","0","0","1",9.56290873015873,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","99","99","99","4","1","2","9",2
"1930",2570,"2","1","0","0","0","0","0",16,"1","0","0","0","0","0","4",18,"1","0","0","0","0","0","4","4",25,"1","7",2,"2","0","0","0","0","1","1",14,"1","4",2,"3","0","0","0","0","1","1","1","21","1","1","1","99","99","99","5","1","1","5",2
"1931",2572,"8","0","0","1","0","0","0",22,"0","0","1","0","0","0","4",11,"0","0","1","0","0","0","1","6",32,"1","0",44,"1","0","0","0","0","0","1",25,"1","0",27,"3","0","0","0","0","0","1","1","21","1","1","1","99","99","99","5","1","1","13",27
"1932",2574,"9","0","0","1","0","0","0",19,"0","0","1","0","0","0","4",19.8249798800234,"0","0","1","0","0","0","4","2",31,"2","1",2,"1","0","0","0","0","0","0",13.5993333333333,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","4","1","2","4",2
"1933",2575,"4","1","0","0","0","0","0",16,"1","0","0","0","0","0","2",17,"1","0","0","0","0","0","2","1",2,"2","11",16,"3","0","0","0","0","0","0",2,"2","11",86,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","12",86
"1934",2579,"9","0","1","1","0","0","0",8,"0","1","0","0","0","0","4",11.7437368742369,"0","1","1","0","0","0","3","3",2,"2","1",2,"2","0","0","0","0","0","0",3.6113455988456,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","3","1","2","8",2
"1935",2580,"3","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",25,"0","1","0","0","0","0","1","2",25,"2","8",2,"2","0","0","0","0","0","0",34,"2","3",43,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","10",43
"1936",2581,"10","0","0","1","0","0","1",8,"0","0","1","0","0","0","1",14,"0","0","1","0","0","0","1","4",28,"2","0",62,"1","0","0","1","0","0","1",39,"1","0",80,"1","0","0","1","0","0","1","1","21","1","1","1","1","1","1","8","1","1","14",80
"1937",2582,"10","0","0","0","0","0","1",23,"0","0","1","0","0","1","4",20.1397527472527,"0","0","0","0","0","1","4","2",3,"2","0",2,"1","0","0","0","0","0","0",9.90438095238095,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","99","99","99","4","2","2","6",2
"1938",2583,"8","0","1","0","0","0","0",16,"0","1","0","0","0","0","4",20.0460670995671,"0","1","0","0","0","0","3","3",2,"1","11",2,"3","0","0","0","0","0","0",9.68435858585859,"1","11",2,"3","0","0","0","0","0","0","2","31","1","1","1","1","1","1","2","1","2","8",2
"1939",2584,"9","0","0","0","0","0","0",16,"0","0","1","0","0","0","4",18.8912619047619,"0","0","1","0","0","0","4","3",33,"2","1",2,"1","0","0","0","0","0","0",18.9831378066378,"2","0",2,"1","0","0","0","0","0","0","1","31","1","0","1","1","1","1","4","1","2","6",2
"1940",2586,"9","0","0","1","0","0","0",22,"0","0","0","0","1","0","2",37,"0","0","1","0","0","0","1","4",33,"1","8",4,"3","0","0","0","0","0","0",34,"1","1",53,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",53
"1941",2587,"8","0","0","1","0","0","0",11,"0","0","1","0","0","0","3",7,"0","1","1","0","0","0","1","4",2,"2","5",2,"3","0","0","0","0","0","0",3,"2","0",40,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","7",40
"1942",2588,"7","0","1","0","0","0","0",16,"0","1","0","0","0","0","4",18,"0","1","0","0","0","0","4","4",31,"1","7",2,"3","0","0","0","0","0","0",14,"1","11",2,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","7",2
"1943",2589,"9","0","0","1","0","1","0",12,"0","0","0","0","1","0","4",10,"0","0","1","0","1","0","1","3",2,"2","11",2,"2","0","0","0","0","0","0",36,"2","1",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",43
"1944",2590,"6","0","1","0","0","0","0",17,"0","1","0","0","0","0","4",20,"0","1","0","0","0","0","1","3",23.8360199388722,"1","11",2,"3","0","0","0","0","0","0",34,"1","8",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","12",43
"1945",2591,"3","0","1","0","0","0","0",24,"0","1","0","0","0","0","4",26,"0","1","0","0","0","0","1","4",23.5062617437602,"1","11",2,"3","0","0","0","0","0","0",36,"1","12",45.0313596836962,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","5","1","1","14",44.8998851145853
"1946",2592,"7","0","0","0","0","1","0",18,"0","0","0","0","1","0","2",20,"0","0","0","0","1","0","1","3",14,"1","3",18,"1","0","0","0","0","0","0",34,"1","0",43,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","11",43
"1947",2593,"8","0","1","0","0","0","0",25,"0","1","0","0","0","0","2",21,"0","0","0","0","1","0","1","4",4,"1","1",52,"3","0","0","0","0","0","0",4,"1","7",61,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","12",61
"1948",2594,"3","0","1","0","0","0","0",17,"0","1","0","0","0","0","1",22,"0","1","0","0","0","0","4","2",2,"1","3",41,"2","0","0","0","0","0","0",11.819241881299,"1","7",2,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","12",2
"1949",2596,"1","0","1","0","0","0","0",15,"0","1","0","0","0","0","4",14,"0","1","0","0","0","0","1","5",14,"1","2",2,"3","0","0","0","0","0","0",14,"1","2",53,"3","0","0","0","0","0","0","1","21","1","1","1","99","99","99","5","1","1","12",53
"1950",2597,"6","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",23,"0","1","1","0","0","0","1","3",30,"1","3",2,"3","0","0","0","0","0","0",34,"1","2",55,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","13",55
"1951",2598,"7","0","1","0","0","0","0",19,"0","1","0","0","0","0","4",19,"0","1","0","0","0","0","1","3",32,"1","10",2,"2","0","0","0","0","0","0",34,"1","1",64,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","14",64
"1952",2599,"8","0","1","1","1","1","0",7,"0","1","0","0","0","0","4",12.9331985653236,"0","1","1","0","0","0","4","3",2,"2","1",2,"1","1","1","0","0","0","0",12.4890476190476,"2","0",2,"1","0","0","0","0","0","0","2","31","1","1","1","1","1","1","5","1","2","13",2
"1953",2601,"10","0","1","1","0","0","1",15,"0","0","0","0","0","1","4",9,"0","1","0","0","0","0","1","3",2,"2","5",2,"1","1","1","1","0","0","0",3,"2","0",2,"1","1","1","1","0","0","0","1","21","1","1","1","1","1","1","8","1","1","12",2
"1954",2602,"5","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",21,"0","1","0","0","0","0","1","3",32,"1","8",2,"3","0","0","0","0","0","0",37,"1","11",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","11",43
"1955",2603,"5","0","0","0","0","1","0",20,"0","0","0","0","1","0","1",17,"0","0","0","0","1","0","1","3",30,"2","9",30.3838809523809,"3","0","0","0","0","0","0",34,"2","2",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","14",43
"1956",2604,"9","0","0","0","1","0","0",20,"0","0","0","1","1","0","3",19,"0","0","0","1","1","0","4","2",14,"2","4",2,"3","0","0","0","0","0","0",36,"2","4",2,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","9",2
"1957",2605,"8","0","1","0","0","0","0",12,"0","1","0","0","0","0","4",18,"0","1","0","0","0","0","1","4",2,"1","3",2,"3","0","0","0","0","0","0",2,"1","8",58,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","9",58
"1958",2607,"10","0","0","1","0","0","0",9,"0","0","1","0","0","0","4",12.6521043956044,"0","0","1","0","0","0","4","3",13,"2","7",2,"3","1","0","1","0","0","0",11.7025555555556,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","99","99","99","5","1","2","11",2
"1959",2608,"3","0","0","0","0","0","0",6,"0","0","0","0","1","0","1",12,"0","0","0","0","1","0","1","2",3,"2","3",45,"3","0","0","0","0","0","0",14,"2","0",53,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","14",53
"1960",2609,"9","0","1","1","0","0","0",20,"0","1","0","0","0","0","4",21,"0","1","1","0","0","0","1","2",2,"1","13",2,"3","0","0","0","0","0","0",2,"1","12",45,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","3","1","1","11",45
"1961",2611,"2","0","1","0","0","0","0",21,"0","1","0","0","0","0","4",28,"0","1","0","0","0","0","1","4",25,"1","11",2,"3","0","0","0","0","0","0",25,"1","11",64,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",64
"1962",2612,"2","0","1","0","0","0","0",14,"0","1","0","0","0","0","2",21,"0","1","0","0","0","0","1","3",30,"1","11",21,"3","0","0","0","0","0","0",14,"1","8",47,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","11",47
"1963",2613,"10","0","1","0","0","0","0",9,"0","1","0","0","0","0","4",11,"0","0","0","0","1","0","1","3",3,"2","0",2,"2","0","0","0","0","0","0",2,"2","3",43,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","5","1","1","9",43
"1964",2614,"1","0","0","0","0","1","0",19,"0","0","0","0","1","0","1",25,"0","0","0","0","1","0","1","3",30,"1","13",53,"3","0","0","0","0","0","0",39,"1","2",48,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","12",48
"1965",2616,"7","0","0","1","0","1","0",24,"0","0","0","0","1","0","1",21,"0","0","0","0","1","0","1","3",31,"1","10",53,"2","0","0","0","0","0","0",37,"1","6",48,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","5","1","1","13",48
"1966",2617,"2","0","0","0","0","1","0",22,"0","0","0","0","1","0","4",20,"0","0","0","0","1","0","1","3",32,"1","7",2,"2","0","0","0","0","0","0",37,"1","1",43,"1","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","12",43
"1967",2618,"1","0","1","1","0","0","0",20,"0","1","0","0","0","0","2",19,"0","0","0","0","1","0","1","3",3,"1","10",22,"3","0","0","0","0","0","0",3,"1","8",53,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","12",53
"1968",2619,"2","0","1","0","0","0","0",15,"0","1","0","0","0","0","2",12,"0","1","0","0","0","0","1","3",32,"2","2",4,"3","0","0","0","0","0","0",37,"2","3",43,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","5","1","1","12",43
"1969",2620,"2","0","1","0","0","0","0",17,"0","1","0","0","0","0","4",30,"0","1","0","0","0","0","1","3",2,"2","10",2,"3","0","0","0","0","0","0",2,"2","10",50,"3","0","0","0","0","0","0","2","21","1","0","1","99","99","99","4","1","1","12",50
"1970",2621,"7","0","0","1","0","0","0",23,"0","1","0","0","0","0","2",21,"0","0","1","0","0","0","1","4",14,"1","8",25.8104285714286,"2","0","0","0","0","0","0",25,"1","8",81,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","12",81
"1971",2623,"1","0","0","0","0","1","0",15,"0","0","0","0","1","0","4",15,"0","1","0","0","0","0","1","4",3,"1","11",2,"3","0","0","0","0","0","0",3,"1","11",48,"3","0","0","0","0","0","0","2","21","1","1","1","1","1","1","5","1","1","13",48
"1972",2625,"4","0","0","0","1","0","0",8,"0","0","0","1","1","0","4",10,"0","0","0","1","1","0","4","2",3,"2","0",2,"3","0","0","0","0","0","0",34,"2","4",2,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","9",2
"1973",2626,"7","0","0","1","0","0","0",22,"0","0","1","0","0","0","3",22,"0","0","1","0","0","0","1","2",31,"2","11",60,"1","0","0","0","0","0","0",14,"1","1",43,"3","0","0","0","0","0","0","2","21","1","1","1","99","99","99","3","1","1","13",43
"1974",2627,"1","0","1","0","0","0","0",20,"0","1","0","0","0","0","4",19,"0","1","0","0","0","0","1","3",25,"1","10",2,"2","0","0","0","0","0","0",25,"1","3",43,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","14",43
"1975",2628,"1","0","1","0","0","0","0",23,"0","1","0","0","0","0","2",27,"0","1","0","0","0","0","1","4",14,"1","9",21,"2","0","0","0","0","0","0",34,"1","12",48,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","14",48
"1976",2631,"8","0","0","0","0","0","1",13.5634146735617,"0","0","0","0","0","1","4",13,"0","0","0","0","0","1","3","4",17.6845,"2","1",2,"3","0","0","0","0","0","0",34,"2","1",2,"3","1","0","0","0","0","0","2","31","1","1","1","1","1","1","7","1","3","14",2
"1977",2633,"6","0","1","0","0","0","0",27,"0","1","0","0","0","0","1",23.7713772893773,"0","1","0","0","0","0","4","3",2,"2","9",44,"2","0","0","0","0","0","0",13.4587333333333,"2","0",2,"1","0","0","0","0","0","0","2","31","1","1","1","1","1","1","5","1","2","7",2
"1978",2635,"3","0","1","0","0","0","0",18,"0","1","0","0","0","0","1",14,"0","1","0","0","0","0","1","3",3,"1","11",41,"3","0","0","0","0","0","0",14,"1","6",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","3","1","1","13",43
"1979",2637,"9","0","0","1","0","0","0",16,"0","0","1","0","0","0","1",21,"0","0","1","0","0","0","1","4",30,"2","9",33,"2","0","0","0","0","0","0",3,"2","1",48,"1","0","0","0","0","0","0","2","21","1","1","1","1","1","1","6","1","1","14",48
"1980",2638,"9","1","1","0","0","0","0",26,"0","1","0","0","0","0","4",25,"0","1","0","0","0","0","4","3",18.7345768398268,"2","9",2,"3","0","0","0","0","0","0",34,"1","7",2,"1","0","0","0","0","0","0","2","21","1","1","1","1","1","1","5","1","1","7",2
"1981",2639,"1","0","1","0","0","0","0",22,"0","1","0","0","0","0","4",24,"0","1","0","0","0","0","1","4",25,"1","11",2,"3","0","0","0","0","0","0",14,"1","8",56,"2","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","12",56
"1982",2640,"8","0","1","0","0","0","0",8,"0","1","0","0","0","0","3",15.283,"0","1","0","0","0","0","3","2",2,"2","7",2,"3","0","0","0","0","0","0",6.16042857142857,"2","0",2,"1","0","0","0","0","0","0","1","31","1","1","1","1","1","1","2","1","2","6",2
"1983",2641,"10","0","1","1","0","0","0",21,"0","1","1","0","0","0","4",20.3860200632701,"0","0","1","0","0","0","4","3",2,"2","0",2,"1","0","0","0","0","0","0",6.3897619047619,"2","0",2,"1","0","0","0","0","0","0","2","31","1","0","1","1","1","1","4","1","2","7",2
"1984",2642,"10","0","1","1","0","0","0",16,"0","1","1","0","0","0","2",15,"0","1","0","0","0","0","1","4",3,"2","12",22,"2","0","0","0","0","0","0",3,"2","2",48,"2","0","0","0","0","0","0","2","21","1","1","1","1","1","1","4","1","1","12",48
"1985",2644,"1","0","1","0","0","0","0",27,"0","1","0","0","0","0","2",31,"0","1","0","0","0","0","1","4",35,"1","12",4,"3","0","0","0","0","0","0",37,"1","9",43,"3","0","0","0","0","0","0","1","21","1","1","1","1","1","1","4","1","1","12",43
"1986",2645,"8","0","0","0","0","0","1",24,"0","0","0","0","0","1","4",24,"0","0","0","0","0","1","4","4",25,"2","3",2,"3","1","0","0","0","0","0",25,"1","4",11,"3","1","0","0","0","0","0","1","21","1","1","1","1","1","1","9","1","1","8",11
